ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description,Id
9.1.0-dev,TRUE,process,process.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.,field0725
9.1.0-dev,TRUE,process,process.group.name,keyword,extended,,,Name of the group.,field0726
9.1.0-dev,TRUE,process,process.group_leader.args,keyword,extended,array,"[""/usr/bin/ssh"", ""-l"", ""user"", ""10.0.0.16""]",Array of process arguments.,field0727
9.1.0-dev,TRUE,process,process.group_leader.args_count,long,extended,,4,Length of the process.args array.,field0728
9.1.0-dev,TRUE,process,process.group_leader.command_line,wildcard,extended,,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.,field0729
9.1.0-dev,TRUE,process,process.group_leader.command_line.text,match_only_text,extended,,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.,field0730
9.1.0-dev,TRUE,process,process.group_leader.entity_id,keyword,extended,,c2c455d9f99375d,Unique identifier for the process.,field0731
9.1.0-dev,TRUE,process,process.group_leader.executable,keyword,extended,,/usr/bin/ssh,Absolute path to the process executable.,field0732
9.1.0-dev,TRUE,process,process.group_leader.executable.text,match_only_text,extended,,/usr/bin/ssh,Absolute path to the process executable.,field0733
9.1.0-dev,TRUE,process,process.group_leader.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.,field0734
9.1.0-dev,TRUE,process,process.group_leader.group.name,keyword,extended,,,Name of the group.,field0735
9.1.0-dev,TRUE,process,process.group_leader.interactive,boolean,extended,,TRUE,Whether the process is connected to an interactive shell.,field0736
9.1.0-dev,TRUE,process,process.group_leader.name,keyword,extended,,ssh,Process name.,field0737
9.1.0-dev,TRUE,process,process.group_leader.name.text,match_only_text,extended,,ssh,Process name.,field0738
9.1.0-dev,TRUE,process,process.group_leader.pid,long,core,,4242,Process id.,field0739
9.1.0-dev,TRUE,process,process.group_leader.real_group.id,keyword,extended,,,Unique identifier for the group on the system/platform.,field0740
9.1.0-dev,TRUE,process,process.group_leader.real_group.name,keyword,extended,,,Name of the group.,field0741
9.1.0-dev,TRUE,process,process.group_leader.real_user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.,field0742
9.1.0-dev,TRUE,process,process.group_leader.real_user.name,keyword,core,,a.einstein,Short name or login of the user.,field0743
9.1.0-dev,TRUE,process,process.group_leader.real_user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.,field0744
9.1.0-dev,TRUE,process,process.group_leader.same_as_process,boolean,extended,,TRUE,This boolean is used to identify if a leader process is the same as the top level process.,field0745
9.1.0-dev,TRUE,process,process.group_leader.saved_group.id,keyword,extended,,,Unique identifier for the group on the system/platform.,field0746
9.1.0-dev,TRUE,process,process.group_leader.saved_group.name,keyword,extended,,,Name of the group.,field0747
9.1.0-dev,TRUE,process,process.group_leader.saved_user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.,field0748
9.1.0-dev,TRUE,process,process.group_leader.saved_user.name,keyword,core,,a.einstein,Short name or login of the user.,field0749
9.1.0-dev,TRUE,process,process.group_leader.saved_user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.,field0750
9.1.0-dev,TRUE,process,process.group_leader.start,date,extended,,2016-05-23T08:05:34.853Z,The time the process started.,field0751
9.1.0-dev,TRUE,process,process.group_leader.supplemental_groups.id,keyword,extended,,,Unique identifier for the group on the system/platform.,field0752
9.1.0-dev,TRUE,process,process.group_leader.supplemental_groups.name,keyword,extended,,,Name of the group.,field0753
9.1.0-dev,TRUE,process,process.group_leader.tty,object,extended,,,Information about the controlling TTY device.,field0754
9.1.0-dev,TRUE,process,process.group_leader.tty.char_device.major,long,extended,,4,The TTY character device's major number.,field0755
9.1.0-dev,TRUE,process,process.group_leader.tty.char_device.minor,long,extended,,1,The TTY character device's minor number.,field0756
9.1.0-dev,TRUE,process,process.group_leader.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.,field0757
9.1.0-dev,TRUE,process,process.group_leader.user.name,keyword,core,,a.einstein,Short name or login of the user.,field0758
9.1.0-dev,TRUE,process,process.group_leader.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.,field0759
9.1.0-dev,TRUE,process,process.group_leader.vpid,long,core,,4242,Virtual process id.,field0760
9.1.0-dev,TRUE,process,process.group_leader.working_directory,keyword,extended,,/home/alice,The working directory of the process.,field0761
9.1.0-dev,TRUE,process,process.group_leader.working_directory.text,match_only_text,extended,,/home/alice,The working directory of the process.,field0762
9.1.0-dev,TRUE,process,process.hash.cdhash,keyword,extended,,3783b4052fd474dbe30676b45c329e7a6d44acd9,The Code Directory (CD) hash of an executable.,field0763
9.1.0-dev,TRUE,process,process.hash.md5,keyword,extended,,,MD5 hash.,field0764
9.1.0-dev,TRUE,process,process.hash.sha1,keyword,extended,,,SHA1 hash.,field0765
9.1.0-dev,TRUE,process,process.hash.sha256,keyword,extended,,,SHA256 hash.,field0766
9.1.0-dev,TRUE,process,process.hash.sha384,keyword,extended,,,SHA384 hash.,field0767
9.1.0-dev,TRUE,process,process.hash.sha512,keyword,extended,,,SHA512 hash.,field0768
9.1.0-dev,TRUE,process,process.hash.ssdeep,keyword,extended,,,SSDEEP hash.,field0769
9.1.0-dev,TRUE,process,process.hash.tlsh,keyword,extended,,,TLSH hash.,field0770
9.1.0-dev,TRUE,process,process.interactive,boolean,extended,,TRUE,Whether the process is connected to an interactive shell.,field0771
9.1.0-dev,TRUE,process,process.io,object,extended,,,A chunk of input or output (IO) from a single process.,field0772
9.1.0-dev,TRUE,process,process.io.bytes_skipped,object,extended,array,,An array of byte offsets and lengths denoting where IO data has been skipped.,field0773
9.1.0-dev,TRUE,process,process.io.bytes_skipped.length,long,extended,,,The length of bytes skipped.,field0774
9.1.0-dev,TRUE,process,process.io.bytes_skipped.offset,long,extended,,,The byte offset into this event's io.text (or io.bytes in the future) where length bytes were skipped.,field0775
9.1.0-dev,TRUE,process,process.io.max_bytes_per_process_exceeded,boolean,extended,,,"If true, the process producing the output has exceeded the max_kilobytes_per_process configuration setting.",field0776
9.1.0-dev,TRUE,process,process.io.text,wildcard,extended,,,A chunk of output or input sanitized to UTF-8.,field0777
9.1.0-dev,TRUE,process,process.io.total_bytes_captured,long,extended,,,The total number of bytes captured in this event.,field0778
9.1.0-dev,TRUE,process,process.io.total_bytes_skipped,long,extended,,,The total number of bytes that were not captured due to implementation restrictions such as buffer size limits.,field0779
9.1.0-dev,TRUE,process,process.io.type,keyword,extended,,,The type of object on which the IO action (read or write) was taken.,field0780
9.1.0-dev,TRUE,process,process.macho.go_import_hash,keyword,extended,,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in a Mach-O file.,field0781
9.1.0-dev,TRUE,process,process.macho.go_imports,flattened,extended,,,List of imported Go language element names and types.,field0782
9.1.0-dev,TRUE,process,process.macho.go_imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of Go imports.,field0783
9.1.0-dev,TRUE,process,process.macho.go_imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of Go imports.,field0784
9.1.0-dev,TRUE,process,process.macho.go_stripped,boolean,extended,,,Whether the file is a stripped or obfuscated Go executable.,field0785
9.1.0-dev,TRUE,process,process.macho.import_hash,keyword,extended,,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in a Mach-O file.,field0786
9.1.0-dev,TRUE,process,process.macho.imports,flattened,extended,array,,List of imported element names and types.,field0787
9.1.0-dev,TRUE,process,process.macho.imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of imported element names and types.,field0788
9.1.0-dev,TRUE,process,process.macho.imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of imported element names and types.,field0789
9.1.0-dev,TRUE,process,process.macho.sections,nested,extended,array,,Section information of the Mach-O file.,field0790
9.1.0-dev,TRUE,process,process.macho.sections.entropy,long,extended,,,Shannon entropy calculation from the section.,field0791
9.1.0-dev,TRUE,process,process.macho.sections.name,keyword,extended,,,Mach-O Section List name.,field0792
9.1.0-dev,TRUE,process,process.macho.sections.physical_size,long,extended,,,Mach-O Section List physical size.,field0793
9.1.0-dev,TRUE,process,process.macho.sections.var_entropy,long,extended,,,Variance for Shannon entropy calculation from the section.,field0794
9.1.0-dev,TRUE,process,process.macho.sections.virtual_size,long,extended,,,Mach-O Section List virtual size. This is always the same as `physical_size`.,field0795
9.1.0-dev,TRUE,process,process.macho.symhash,keyword,extended,,d3ccf195b62a9279c3c19af1080497ec,A hash of the imports in a Mach-O file.,field0796
9.1.0-dev,TRUE,process,process.name,keyword,extended,,ssh,Process name.,field0797
9.1.0-dev,TRUE,process,process.name.text,match_only_text,extended,,ssh,Process name.,field0798
9.1.0-dev,TRUE,process,process.parent.args,keyword,extended,array,"[""/usr/bin/ssh"", ""-l"", ""user"", ""10.0.0.16""]",Array of process arguments.,field0799
9.1.0-dev,TRUE,process,process.parent.args_count,long,extended,,4,Length of the process.args array.,field0800
9.1.0-dev,TRUE,process,process.parent.code_signature.digest_algorithm,keyword,extended,,sha256,Hashing algorithm used to sign the process.,field0801
9.1.0-dev,TRUE,process,process.parent.code_signature.exists,boolean,core,,TRUE,Boolean to capture if a signature is present.,field0802
9.1.0-dev,TRUE,process,process.parent.code_signature.flags,keyword,extended,,570522385,Code signing flags of the process,field0803
